"match_id","season_year","tour_type","tour_type_human","date_timestamp","date_human","tournament","round","surface","surface_id","status","status_extra","home_name","away_name","home_id","away_id","home_rank","away_rank","home_points","away_points","winner_code","home_set_score","away_set_score","home_set_1_score","away_set_1_score","home_set_2_score","away_set_2_score","home_set_3_score","away_set_3_score","home_set_4_score","away_set_4_score","home_set_5_score","away_set_5_score","home_odds_match_winner","away_odds_match_winner","home_odds_first_set_winner","away_odds_first_set_winner","home_aces","away_aces","home_double_faults","away_double_faults","home_service_points_won_perc","away_service_points_won_perc","home_return_points_won_perc","away_return_points_won_perc","home_break_points_won_perc","away_break_points_won_perc","home_break_points_saved_perc","away_break_points_saved_perc"
"18505151",2026,2,"WTA Tour",1767312600,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bondar A.","Kalinina A.","610520","561744",75,155,900,462,1,2,0,6,4,7,6,"","","","","","",2.81,1.38,2.42,1.5,7,3,6,1,61,56,44,39,40,43,57,60
"35133526",2026,2,"WTA Tour",1767312600,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Masarova R.","Volynets K.","149280","421894",116,93,659,810,2,0,2,4,6,4,6,"","","","","","",2.45,1.49,2.2,1.6,7,0,2,0,57,66,34,43,33,43,57,67
"90951843",2026,2,"WTA Tour",1767312600,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Ruzic A.","Timofeeva M.","651454","394732",73,142,913,513,2,0,2,5,7,4,6,"","","","","","",1.37,2.85,1.49,2.45,0,3,6,1,54,69,31,46,50,33,67,50
"47560215",2026,2,"WTA Tour",1767312600,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Sramkova R.","Cabrera L.","123538","434532",72,278,914,249,1,2,0,6,4,6,2,"","","","","","",1.44,2.59,1.55,2.29,8,4,2,5,65,55,45,35,50,20,80,50
"40109825",2026,2,"WTA Tour",1767317400,"02 Jan 2026","Brisbane WTA - Qualification","","hard",1,"FINISHED","CANCELED","Zhang S.","Avanesyan E.","952597","272544",87,118,829,649,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48933213",2026,2,"WTA Tour",1767318300,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Sharma A.","Rakhimova K.","529952","568609",159,97,451,802,2,0,2,2,6,2,6,"","","","","","",3.84,1.22,2.94,1.35,4,0,8,7,45,66,34,55,25,56,44,75
"34069314",2026,2,"WTA Tour",1767319500,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Tomova V.","Sasnovich A.","897792","114904",131,114,557,685,2,0,2,2,6,2,6,"","","","","","",2.53,1.46,2.23,1.58,4,6,2,1,49,71,29,51,0,67,33,100
"57036734",2026,2,"WTA Tour",1767319800,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Zhang S.","Ferro F.","952597","192242",87,395,829,152,1,2,1,6,2,3,6,6,4,"","","","",1.19,4.24,1.32,3.09,4,4,4,4,60,56,44,40,28,50,50,72
"57489187",2026,2,"WTA Tour",1767320700,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Preston T.","Selekhmeteva O.","410890","825397",197,100,368,784,1,2,0,7,6,6,3,"","","","","","",2.23,1.58,2.1,1.66,3,4,5,9,55,47,53,45,30,57,43,70
"67647166",2026,2,"WTA Tour",1767323100,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Putintseva Y.","Hon P.","133650","861465",71,119,924,644,1,2,0,6,4,6,3,"","","","","","",1.6,2.2,1.68,2.06,2,3,0,2,64,51,49,36,63,60,40,38
"91238593",2026,2,"WTA Tour",1767324300,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Jimenez Kasintseva V.","Sonmez Z.","199960","337480",115,112,682,694,2,1,2,1,6,6,3,6,7,"","","","",2.42,1.57,2.31,1.62,2,4,6,3,53,58,42,47,57,71,29,43
"13963868",2026,2,"WTA Tour",1767327300,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Gadecki O.","Zakharova A.","397015","926087",209,107,350,744,1,2,0,6,3,7,5,"","","","","","",2.11,1.65,2.01,1.7,7,2,5,4,66,51,49,34,36,50,50,64
"36288323",2026,2,"WTA Tour",1767327600,"02 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Bouzas Maneiro J.","Sierra S.","595819","519047",41,66,1262,978,2,1,2,4,6,7,5,0,6,"","","","",1.33,3.4,1.4,2.75,2,3,11,7,47,61,39,53,57,70,30,43
"13713156",2026,2,"WTA Tour",1767329100,"02 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Ruse G.","Subasic A.","275310","830290",88,545,825,89,1,2,0,6,1,6,0,"","","","","","",1.05,8.5,1.11,6.2,7,0,2,3,66,34,66,34,60,0,100,40
"66919632",2026,2,"WTA Tour",1767345600,"02 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Sakkari M.","Osaka N.","710062","714334",51,16,1116,2487,1,2,0,6,4,6,2,"","","","","","",3,1.4,2.5,1.5,3,1,0,3,59,51,49,41,56,50,50,44
"30943698",2026,2,"WTA Tour",1767391800,"02 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Guo H.","Chwalinska M.","676979","679599",172,149,415,493,2,0,2,4,6,0,6,"","","","","","",1.93,1.76,1.89,1.79,1,0,2,0,47,66,34,53,25,63,38,75
"20815058",2026,2,"WTA Tour",1767391800,"02 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Romero Gormaz L.","Knutson G.","275150","766389",139,191,526,377,2,0,2,3,6,4,6,"","","","","","",1.94,1.75,1.9,1.78,1,2,3,4,54,60,40,46,17,80,20,83
"70609617",2026,2,"WTA Tour",1767391800,"02 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Erjavec V.","Das A.","890144","152158",105,"",754,"",1,2,0,6,3,6,4,"","","","","","",1.01,9.7,1.01,10.2,1,1,2,6,50,40,60,50,50,57,43,50
"27401591",2026,2,"WTA Tour",1767397200,"02 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Mertens E.","Zhu L.","809758","510565",20,169,1969,429,1,2,0,6,2,6,2,"","","","","","",1.4,3,1.44,2.63,5,0,2,1,63,38,62,38,75,40,60,25
"80133537",2026,2,"WTA Tour",1767397200,"02 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Tse E.","Costoulas S.","485546","652440",916,162,26,440,2,0,2,0,6,1,6,"","","","","","",10,1.04,6.6,1.07,1,2,2,1,40,74,26,60,0,63,38,0
"80763550",2026,2,"WTA Tour",1767397500,"02 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kraus S.","Sevastova A.","879393","465575",110,199,709,367,1,2,1,6,4,6,7,6,3,"","","","",2.45,1.49,2.2,1.6,3,3,4,2,63,56,44,38,47,57,43,53
"52813255",2026,2,"WTA Tour",1767397500,"02 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Mladenovic K.","Friedsam A-L.","826019","909013",934,170,24,424,1,2,0,7,6,6,4,"","","","","","",5.1,1.12,3.41,1.27,5,2,5,8,59,57,43,41,80,50,50,20
"41770283",2026,2,"WTA Tour",1767399000,"03 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bondar A.","Volynets K.","610520","421894",75,93,900,810,1,2,1,6,1,2,6,6,1,"","","","",2.27,1.56,2.11,1.65,4,2,2,1,66,53,47,34,56,40,60,44
"94183524",2026,2,"WTA Tour",1767399000,"03 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Timofeeva M.","Sasnovich A.","394732","114904",142,114,513,685,2,1,2,2,6,6,3,2,6,"","","","",2.2,1.6,2.06,1.68,5,4,3,3,44,54,46,56,63,47,53,38
"83677845",2026,2,"WTA Tour",1767401400,"03 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Quevedo K.","Monnet C.","937862","203674",145,166,509,435,1,2,1,6,2,6,7,6,3,"","","","",1.56,2.27,1.65,2.11,10,2,8,9,60,56,44,40,55,20,80,45
"91461985",2026,2,"WTA Tour",1767405000,"03 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Ku Y.","Charaeva A.","485567","461549",194,163,372,439,1,2,0,6,3,6,2,"","","","","","",1.54,2.32,1.63,2.15,1,0,1,1,69,48,53,31,57,100,0,43
"20986106",2026,2,"WTA Tour",1767405600,"03 Jan 2026","United Cup WTA","","hard",1,"FINISHED","CANCELED","Boisson L.","Bencic B.","799344","218416",36,11,1351,3119,"","","","","","","","","","","","","",3.75,1.29,3,1.36,"","","","","","","","","","","",""
"54123719",2026,2,"WTA Tour",1767406200,"03 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Jeanjean L.","Bencic B.","344636","218416",103,11,760,3119,2,0,2,2,6,4,6,"","","","","","",7.63,1.09,5.05,1.18,4,0,3,2,50,73,27,50,50,67,33,50
"13407459",2026,2,"WTA Tour",1767406200,"03 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Semenistaja D.","Brace C.","762933","742413",101,187,779,383,1,2,0,6,3,6,3,"","","","","","",1.45,2.56,1.57,2.25,1,2,0,0,60,47,53,40,50,67,33,50
"98643911",2026,2,"WTA Tour",1767406800,"03 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Zhang S.","Preston T.","952597","410890",87,197,829,368,1,2,1,6,1,4,6,6,3,"","","","",1.43,2.62,1.55,2.3,8,1,5,2,61,52,48,39,67,60,40,33
"52738236",2026,2,"WTA Tour",1767407100,"03 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Sramkova R.","Rakhimova K.","123538","568609",72,97,914,802,1,2,0,6,1,6,2,"","","","","","",1.8,1.88,1.82,1.86,6,1,3,2,62,35,65,38,78,100,0,22
"94026336",2026,2,"WTA Tour",1767409500,"03 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Chirico L.","Osuigwe W.","936231","791769",176,158,396,455,2,0,2,6,7,3,6,"","","","","","",1.83,1.85,1.83,1.85,2,2,4,3,46,52,48,54,38,50,50,62
"94619414",2026,2,"WTA Tour",1767410700,"03 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Starodubtseva Y.","Ponchet J.","976242","673787",113,171,685,424,1,2,0,6,3,6,3,"","","","","","",1.51,2.39,1.62,2.16,0,6,0,2,63,48,52,37,45,29,71,55
"15409343",2026,2,"WTA Tour",1767411600,"03 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Putintseva Y.","Gadecki O.","133650","397015",71,209,924,350,2,1,2,6,1,5,7,1,6,"","","","",1.34,2.97,1.47,2.5,1,3,1,5,53,57,43,47,67,36,64,33
"56848918",2026,2,"WTA Tour",1767417300,"03 Jan 2026","Brisbane WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Ruse G.","Sonmez Z.","275310","337480",88,112,825,694,1,2,1,3,6,6,4,6,0,"","","","",1.56,2.27,1.65,2.11,3,1,7,3,59,52,48,41,58,57,43,42
"14594569",2026,2,"WTA Tour",1767419700,"03 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Pigossi L.","Tagger L.","328017","287133",204,153,360,467,2,1,2,6,4,4,6,1,6,"","","","",3.77,1.21,3.47,1.3,2,7,6,2,49,58,42,51,50,54,46,50
"14676414",2026,2,"WTA Tour",1767421800,"03 Jan 2026","United Cup WTA","","hard",1,"FINISHED","CANCELED","Joint M.","Helgo M.","690300","199497",32,531,1539,95,"","","","","","","","","","","","","",1.02,19,1.06,8,"","","","","","","","","","","",""
"32178530",2026,2,"WTA Tour",1767426900,"03 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Hunter S.","Helgo M.","580393","199497",428,531,137,95,1,2,0,6,2,7,6,"","","","","","",1.35,3.29,"","",2,2,3,3,66,54,46,34,40,50,50,60
"12639363",2026,2,"WTA Tour",1767445800,"03 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Gauff C.","Sierra S.","296713","519047",3,66,6763,978,1,2,0,6,1,6,1,"","","","","","",1.1,7.03,1.22,4.02,0,2,4,4,67,37,63,33,60,33,67,40
"36566970",2026,2,"WTA Tour",1767477900,"03 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Knutson G.","Chwalinska M.","766389","679599",191,149,377,493,1,2,0,6,3,6,2,"","","","","","",2.69,1.41,2.32,1.54,3,2,7,1,59,50,50,41,50,7,93,50
"76128915",2026,2,"WTA Tour",1767477900,"03 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Erjavec V.","Costoulas S.","890144","652440",105,162,754,440,2,1,2,3,6,6,4,3,6,"","","","",1.82,1.86,1.83,1.85,1,7,0,3,57,62,38,43,40,36,64,60
"27142095",2026,2,"WTA Tour",1767477900,"03 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kraus S.","Mladenovic K.","879393","826019",110,934,709,24,1,2,0,7,5,7,5,"","","","","","",1.39,2.77,1.51,2.39,3,2,4,7,61,51,49,39,35,40,60,65
"14545507",2026,2,"WTA Tour",1767483600,"03 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Lys E.","Lamens S.","743463","689373",40,89,1291,825,1,2,0,6,2,6,2,"","","","","","",1.29,3.75,1.36,3,0,1,6,5,58,44,56,42,46,29,71,54
"88688762",2026,4,"WTA Chall",1767483600,"03 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Hontama M.","Leonard M.","252693","376856",237,192,307,373,1,2,1,1,6,6,2,6,4,"","","","",1.58,2.23,1.66,2.1,2,4,6,2,53,55,45,47,60,43,57,40
"88890493",2026,4,"WTA Chall",1767483600,"03 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Shymanovich I.","Liang E. S.","235584","161617",154,393,464,153,2,1,2,6,4,3,6,1,6,"","","","",1.64,2.14,1.68,2.03,3,6,5,5,48,54,46,53,27,44,56,73
"56604465",2026,4,"WTA Chall",1767483600,"03 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Stoiana M.","Rame A.","696314","227025",228,198,323,368,1,2,1,7,6,4,6,6,3,"","","","",1.08,6.15,1.22,3.84,5,4,4,3,59,58,42,41,67,33,67,33
"60932346",2026,2,"WTA Tour",1767485100,"04 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Quevedo K.","Ku Y.","937862","485567",145,194,509,372,1,2,1,1,6,6,4,6,1,"","","","",1.95,1.74,1.92,1.77,9,0,0,3,60,59,41,40,50,33,67,50
"55028137",2026,2,"WTA Tour",1767487200,"04 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Semenistaja D.","Osuigwe W.","762933","791769",101,158,779,455,2,1,2,2,6,6,2,5,7,"","","","",1.27,3.41,1.4,2.73,4,1,3,3,55,56,44,45,38,75,25,62
"41759616",2026,2,"WTA Tour",1767489000,"04 Jan 2026","Brisbane WTA","1/32-finals","hard",1,"FINISHED","FINISHED","Arango E.","Kessler M.","741705","421789",49,31,1161,1558,2,0,2,1,6,3,6,"","","","","","",4,1.25,3.4,1.33,0,1,3,2,44,61,39,56,50,40,60,50
"18020263",2026,2,"WTA Tour",1767489000,"04 Jan 2026","Brisbane WTA","1/32-finals","hard",1,"FINISHED","FINISHED","Jacquemot E.","Tomljanovic A.","973113","389789",59,80,1044,844,2,0,2,1,6,3,6,"","","","","","",2.3,1.62,2.2,1.67,5,3,6,4,44,69,31,56,50,71,29,50
"48653727",2026,2,"WTA Tour",1767489000,"04 Jan 2026","Auckland WTA - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Starodubtseva Y.","Tagger L.","976242","287133",113,153,685,467,1,2,0,6,1,6,1,"","","","","","",2.11,1.65,2.01,1.7,1,2,1,0,71,44,56,29,56,0,100,44
"33973307",2026,2,"WTA Tour",1767492600,"04 Jan 2026","Brisbane WTA","1/32-finals","hard",1,"FINISHED","FINISHED","Kasatkina D.","Potapova A.","626163","651611",37,50,1334,1131,2,1,2,5,7,6,4,4,6,"","","","",1.8,2,1.8,2,4,7,16,5,54,62,38,46,44,33,67,56
"58901564",2026,4,"WTA Chall",1767494400,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Sakatsume H.","Lee C. Y.","543786","118256",156,213,462,347,1,2,0,6,2,7,5,"","","","","","",1.54,2.38,1.55,2.3,4,1,1,3,69,58,42,31,57,100,0,43
"86123367",2026,2,"WTA Tour",1767494700,"04 Jan 2026","Brisbane WTA","1/32-finals","hard",1,"FINISHED","FINISHED","Cirstea S.","Pavlyuchenkova A.","600745","834140",43,47,1243,1184,1,2,0,6,3,6,1,"","","","","","",1.5,2.63,1.53,2.5,9,2,3,3,73,48,52,27,100,0,0,0
"68375828",2026,4,"WTA Chall",1767498600,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Zidansek T.","Nahimana S.","688936","413935",160,224,445,329,1,2,0,6,2,6,4,"","","","","","",1.28,3.48,1.36,2.99,0,1,5,2,65,48,52,35,71,40,60,29
"78406332",2026,2,"WTA Tour",1767499500,"04 Jan 2026","Brisbane WTA","1/32-finals","hard",1,"FINISHED","FINISHED","Kenin S.","Ruse G.","549141","275310",28,88,1589,825,1,2,1,6,4,4,6,6,3,"","","","",2,1.8,2,1.8,2,11,8,6,56,58,42,44,60,57,43,40
"68219331",2026,2,"WTA Tour",1767500100,"04 Jan 2026","United Cup WTA","","hard",1,"FINISHED","CANCELED","Raducanu E.","Osaka N.","858188","714334",29,16,1563,2487,"","","","","","","","","","","","","",1.84,1.96,1.83,1.89,"","","","","","","","","","","",""
"97201789",2026,4,"WTA Chall",1767500400,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Alame Re.","Bulgaru M.","248258","104163","",203,"",362,2,0,2,1,6,4,6,"","","","","","",5.92,1.11,4.49,1.18,1,3,3,1,43,65,35,57,50,83,17,50
"21127113",2026,2,"WTA Tour",1767500400,"04 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Swan K.","Osaka N.","952727","714334",274,16,253,2487,2,0,2,6,7,1,6,"","","","","","",7.03,1.1,4.67,1.2,4,6,2,1,53,75,25,47,33,27,73,67
"17302350",2026,4,"WTA Chall",1767500700,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Guillen G. I.","Pridankina E.","501552","164893","",190,"",377,2,0,2,3,6,2,6,"","","","","","",6.88,1.08,5.43,1.13,0,3,5,11,46,59,41,54,20,46,54,80
"84867332",2026,4,"WTA Chall",1767504600,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Iatcenko P.","Wei S.","787404","500520",167,233,434,313,1,2,0,6,3,6,3,"","","","","","",1.75,2.01,1.75,2.01,3,0,4,2,58,45,55,42,45,12,88,55
"72196144",2026,4,"WTA Chall",1767505200,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Webb S.","Shibahara E.","483551","681751","",195,"",370,2,0,2,6,7,1,6,"","","","","","",6.88,1.08,5.43,1.13,0,4,7,3,52,68,32,48,33,36,64,67
"53735048",2026,2,"WTA Tour",1767508500,"04 Jan 2026","Brisbane WTA","1/32-finals","hard",1,"FINISHED","FINISHED","Cristian J.","Bouzkova M.","885728","369605",39,42,1324,1260,2,0,2,4,6,3,6,"","","","","","",2.63,1.5,2.5,1.53,2,8,4,2,51,66,34,49,67,45,55,33
"59666128",2026,2,"WTA Tour",1767508800,"04 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Mboko V.","Zhu L.","844223","510565",18,169,2157,429,1,2,1,2,6,6,2,6,0,"","","","",1.22,4.4,1.32,3.46,9,0,4,1,63,49,51,37,55,50,50,45
"84291083",2026,4,"WTA Chall",1767514500,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kostovic T.","Rosatello C.","848660","604556",177,219,392,334,1,2,0,6,3,6,1,"","","","","","",1.31,3.15,1.44,2.59,2,4,2,3,71,51,49,29,44,0,100,56
"96309340",2026,4,"WTA Chall",1767517500,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Gorgodze E.","Janicijevic S.","896973","149526",179,217,390,336,1,2,0,6,3,6,3,"","","","","","",1.48,2.47,1.59,2.22,1,2,0,7,61,49,51,39,29,100,0,71
"36263288",2026,4,"WTA Chall",1767517500,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Parrizas-Diaz N.","Kalieva E.","457861","766060",186,208,384,352,2,0,2,3,6,2,6,"","","","","","",1.97,1.73,1.93,1.76,1,8,6,3,47,67,33,53,25,56,44,75
"25830118",2026,2,"WTA Tour",1767518100,"04 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Paolini J.","Bencic B.","324333","218416",8,11,4325,3119,2,0,2,4,6,3,6,"","","","","","",1.68,2.22,1.79,2.05,4,0,3,1,48,59,41,52,50,35,65,50
"61218352",2026,4,"WTA Chall",1767519300,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Branstine C.","Zvonareva V.","169028","673285",180,654,389,65,2,0,2,1,6,2,6,"","","","","","",1.57,2.25,1.65,2.11,0,0,3,0,36,63,38,64,50,54,46,50
"46732835",2026,4,"WTA Chall",1767523200,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Maristany G.","Gasanova A.","216320","243915",184,189,386,379,2,0,2,2,6,6,7,"","","","","","",2.81,1.38,2.42,1.5,0,0,3,3,46,61,39,54,50,56,44,50
"90048304",2026,4,"WTA Chall",1767523800,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Rokusek S.","Koevermans A.","338875","898497","",196,"",368,2,0,2,0,6,1,6,"","","","","","",5.43,1.13,4.49,1.18,0,1,4,4,27,67,33,73,25,64,36,75
"64611073",2026,4,"WTA Chall",1767524100,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Shimizu A.","Prozorova T.","332475","589935",411,185,145,386,2,0,2,5,7,1,6,"","","","","","",5.6,1.1,3.65,1.24,0,2,3,4,47,67,33,53,67,86,14,33
"44042096",2026,2,"WTA Tour",1767566400,"04 Jan 2026","Auckland WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Udvardy P.","Bejlek S.","416641","429517",91,92,819,816,2,0,2,5,7,1,6,"","","","","","",2.38,1.57,2.3,1.62,1,2,3,2,53,65,35,47,33,31,69,67
"96209162",2026,2,"WTA Tour",1767566400,"04 Jan 2026","Auckland WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Jovic I.","Knutson G.","388459","766389",35,191,1423,377,1,2,1,4,6,6,1,6,0,"","","","",1.17,5,1.29,3.75,1,1,1,4,71,50,50,29,83,33,67,17
"69422184",2026,2,"WTA Tour",1767570000,"04 Jan 2026","United Cup WTA","","hard",1,"FINISHED","FINISHED","Krejcikova B.","Helgo M.","358837","199497",65,531,989,95,1,2,0,6,4,6,3,"","","","","","",1.05,11,1.14,6.05,8,2,8,2,62,52,48,38,57,67,33,43
"64537412",2026,4,"WTA Chall",1767570000,"04 Jan 2026","Canberra Chall. Women","1/16-finals","hard",1,"FINISHED","FINISHED","Vandewinkel H.","Yuan Y.","282315","803486",126,128,601,585,2,0,2,3,6,4,6,"","","","","","",2.5,1.53,2.3,1.62,6,2,4,2,63,73,27,37,0,67,33,100
"81592641",2026,4,"WTA Chall",1767570000,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Liang E. S.","Hontama M.","161617","252693",393,237,153,307,1,2,0,6,3,6,1,"","","","","","",2.21,1.62,2.11,1.68,3,1,3,3,71,47,53,29,38,100,0,62
"35055699",2026,4,"WTA Chall",1767570000,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Sakatsume H.","Stoiana M.","543786","696314",156,228,462,323,1,2,0,7,5,6,2,"","","","","","",1.75,2.01,1.8,1.95,4,0,1,2,59,46,54,41,67,33,67,33
"72524198",2026,4,"WTA Chall",1767570000,"04 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Zidansek T.","Bulgaru M.","688936","104163",160,203,445,362,1,2,0,6,2,6,3,"","","","","","",1.3,3.38,1.36,2.99,1,1,5,5,72,46,54,28,100,50,50,0
"55166444",2026,2,"WTA Tour",1767572400,"05 Jan 2026","Auckland WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Costoulas S.","Osuigwe W.","652440","791769",162,158,440,455,1,2,1,6,4,3,6,6,1,"","","","",1.5,2.63,1.57,2.38,3,3,2,3,65,55,45,35,63,75,25,38
"67624924",2026,2,"WTA Tour",1767573600,"05 Jan 2026","Auckland WTA","1/16-finals","hard",1,"FINISHED","FINISHED","Wang Xin.","McNally C.","600494","520895",56,83,1056,836,1,2,1,2,6,6,3,7,5,"","","","",2,1.8,1.87,1.85,6,3,2,6,58,56,44,42,33,71,29,67
"34122972",2026,2,"WTA Tour",1767575400,"05 Jan 2026","Brisbane WTA","1/32-finals","hard",1,"FINISHED","FINISHED","Birrell K.","Sramkova R.","851560","123538",98,72,802,914,1,2,1,6,4,3,6,6,3,"","","","",2.1,1.73,2.1,1.73,5,5,6,5,62,60,40,38,50,38,63,50
"28489235",2026,2,"WTA Tour",1767575400,"05 Jan 2026","Brisbane WTA","1/32-finals","hard",1,"FINISHED","FINISHED","Zhang S.","Krueger A.","952597","701534",87,44,829,1229,1,2,1,6,4,5,7,6,4,"","","","",1.67,2.2,1.73,2.1,3,15,2,3,68,63,37,32,38,29,71,63
"82508466",2026,4,"WTA Chall",1767575400,"05 Jan 2026","Canberra Chall. Women - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Iatcenko P.","Shibahara E.","787404","681751",167,195,434,370,1,2,1,4,6,7,6,6,2,"","","","",1.59,2.28,1.62,2.21,4,8,3,9,64,57,43,36,57,30,70,43
"86093999",2026,4,"WTA Chall",1767576000,"05 Jan 2026","Canberra Chall. Women","1/16-finals","hard",1,"FINISHED","FINISHED","Waltert S.","Salkova D.","330724","125061",86,146,830,504,1,2,1,6,7,7,6,6,2,"","","","",1.67,2.2,1.73,2.1,3,2,10,16,58,50,50,42,30,71,29,70
